feasible,fit_seconds,fpr_gap,meta_best_iteration,model,objective,params_json,protocol_hint,stage,status,threshold,trial,val_f1,val_fpr,val_pr_auc,val_precision,val_recall
1,0.5514637948945165,0.0,1,lightgbm,0.02412984746526599,"{""colsample_bytree"": 0.9817355012343092, ""learning_rate"": 0.021091772526539095, ""max_depth"": 6, ""min_child_samples"": 332, ""min_split_gain"": 0.5521019092791467, ""n_estimators"": 4812, ""num_leaves"": 145, ""reg_alpha"": 0.012659543151025347, ""reg_lambda"": 5.491287023534886, ""subsample"": 0.9967471845854323, ""subsample_freq"": 1}",bluetooth,coarse,ok,inf,7,0.0,0.0,0.4825969493053197,0.0,0.0
1,0.5497641880065203,0.0,1,lightgbm,0.02412984746526599,"{""colsample_bytree"": 0.8523801636055972, ""learning_rate"": 0.05047899060615863, ""max_depth"": 6, ""min_child_samples"": 317, ""min_split_gain"": 0.842989456172417, ""n_estimators"": 3139, ""num_leaves"": 214, ""reg_alpha"": 0.0016640217503152235, ""reg_lambda"": 20.267984973912384, ""subsample"": 0.6966243057859832, ""subsample_freq"": 1}",bluetooth,coarse,ok,inf,8,0.0,0.0,0.4825969493053197,0.0,0.0
1,0.5624686370138079,0.0,1,lightgbm,0.024131292184586258,"{""colsample_bytree"": 0.7924547476793198, ""learning_rate"": 0.03927225087114628, ""max_depth"": -1, ""min_child_samples"": 221, ""min_split_gain"": 0.6591748499426606, ""n_estimators"": 2545, ""num_leaves"": 204, ""reg_alpha"": 0.016341275562977063, ""reg_lambda"": 0.1297920064972834, ""subsample"": 0.8593451269883217, ""subsample_freq"": 1}",bluetooth,coarse,ok,inf,9,0.0,0.0,0.4826258436917251,0.0,0.0
1,0.5626124981790781,0.0,1,lightgbm,0.02412984746526599,"{""colsample_bytree"": 0.6525992606156937, ""learning_rate"": 0.062154431643681445, ""max_depth"": 12, ""min_child_samples"": 60, ""min_split_gain"": 0.05548081157003759, ""n_estimators"": 4691, ""num_leaves"": 54, ""reg_alpha"": 8.171280453230427, ""reg_lambda"": 23.382748656730904, ""subsample"": 0.8773076549586651, ""subsample_freq"": 1}",bluetooth,coarse,ok,inf,10,0.0,0.0,0.4825969493053197,0.0,0.0
1,0.551594948163256,0.0,1,lightgbm,0.02413105603280273,"{""colsample_bytree"": 0.8810316973331002, ""learning_rate"": 0.05611264505929237, ""max_depth"": 12, ""min_child_samples"": 141, ""min_split_gain"": 0.3984520005161112, ""n_estimators"": 1967, ""num_leaves"": 164, ""reg_alpha"": 0.192776581160148, ""reg_lambda"": 2.4433330484622653, ""subsample"": 0.8029605181463747, ""subsample_freq"": 1}",bluetooth,coarse,ok,inf,11,0.0,0.0,0.4826211206560546,0.0,0.0
1,0.5545592738781124,0.0,1,lightgbm,0.02412984746526599,"{""colsample_bytree"": 0.7069433277929703, ""learning_rate"": 0.07334852410682503, ""max_depth"": 12, ""min_child_samples"": 243, ""min_split_gain"": 0.2075984985001773, ""n_estimators"": 2830, ""num_leaves"": 35, ""reg_alpha"": 0.0737631251529401, ""reg_lambda"": 6.616192886946269, ""subsample"": 0.8472807818063388, ""subsample_freq"": 1}",bluetooth,coarse,ok,inf,12,0.0,0.0,0.4825969493053197,0.0,0.0
1,0.5553318799939007,0.0,1,lightgbm,0.024130884456637386,"{""colsample_bytree"": 0.8188497407646294, ""learning_rate"": 0.04602930860151262, ""max_depth"": 6, ""min_child_samples"": 274, ""min_split_gain"": 0.7003598584939063, ""n_estimators"": 1935, ""num_leaves"": 219, ""reg_alpha"": 0.02025204944876681, ""reg_lambda"": 0.08661710168021892, ""subsample"": 0.7734469400776753, ""subsample_freq"": 1}",bluetooth,refine,ok,inf,13,0.0,0.0,0.4826176891327477,0.0,0.0
1,0.5753212838899344,0.0,1,lightgbm,0.02413106816956777,"{""colsample_bytree"": 0.8531570446012932, ""learning_rate"": 0.025174684820860434, ""max_depth"": -1, ""min_child_samples"": 174, ""min_split_gain"": 0.6702945742192364, ""n_estimators"": 2883, ""num_leaves"": 190, ""reg_alpha"": 0.006738237085091101, ""reg_lambda"": 0.15739250456830775, ""subsample"": 0.9305928267144238, ""subsample_freq"": 1}",bluetooth,refine,ok,inf,14,0.0,0.0,0.4826213633913554,0.0,0.0
1,0.5538666660431772,0.0,1,lightgbm,0.024130940535137767,"{""colsample_bytree"": 0.7016655436660937, ""learning_rate"": 0.07413776554064148, ""max_depth"": 12, ""min_child_samples"": 244, ""min_split_gain"": 1.0631734327749975, ""n_estimators"": 2470, ""num_leaves"": 172, ""reg_alpha"": 0.01366331755583448, ""reg_lambda"": 0.12041140054228978, ""subsample"": 0.8175261397473255, ""subsample_freq"": 1}",bluetooth,refine,ok,inf,15,0.0,0.0,0.4826188107027553,0.0,0.0
1,0.5640798739623278,0.0,1,lightgbm,0.024131292184586258,"{""colsample_bytree"": 0.8270740609541567, ""learning_rate"": 0.03638558811185699, ""max_depth"": 8, ""min_child_samples"": 192, ""min_split_gain"": 0.4627512438299258, ""n_estimators"": 2512, ""num_leaves"": 224, ""reg_alpha"": 0.017665746431219067, ""reg_lambda"": 0.13227373410317556, ""subsample"": 0.7601547536364833, ""subsample_freq"": 1}",bluetooth,refine,ok,inf,16,0.0,0.0,0.4826258436917251,0.0,0.0
