error,feasible,fit_seconds,fpr_gap,meta_best_iteration,model,objective,params_json,stage,status,threshold,trial,val_f1,val_fpr,val_pr_auc,val_precision,val_recall
,1,6.26123272604309,0.0,1413,xgboost,1.0494350989033354,"{""colsample_bytree"": 0.7192972699267369, ""gamma"": 0.0008013576245931819, ""learning_rate"": 0.01737067840382484, ""max_bin"": 256, ""max_depth"": 9, ""min_child_weight"": 1.3752190427149307, ""n_estimators"": 3140, ""reg_alpha"": 0.8651252003067398, ""reg_lambda"": 0.010741387650842664, ""subsample"": 0.7666065723597243}",refine,ok,0.48990169167518616,14,0.9994351985935171,0.002478459030573206,0.9999980061963634,0.9997890095200603,0.9990816379955653
,1,5.512098956154659,0.0,1106,xgboost,1.0494701856972188,"{""colsample_bytree"": 0.7368996319768696, ""gamma"": 0.00026445521936050884, ""learning_rate"": 0.022305373387958644, ""max_bin"": 512, ""max_depth"": 9, ""min_child_weight"": 2.2088825132922825, ""n_estimators"": 2826, ""reg_alpha"": 0.7312328213104531, ""reg_lambda"": 0.012540516027855185, ""subsample"": 0.7267433975733226}",refine,ok,0.4756389260292053,15,0.9994702698226837,0.0028776739079809707,0.9999983174907041,0.9997550582940022,0.9991856435538486
,1,4.779524971032515,0.0,742,xgboost,1.0494741267172047,"{""colsample_bytree"": 0.8077520999901382, ""gamma"": 0.00019791366067402374, ""learning_rate"": 0.03176385780180356, ""max_bin"": 512, ""max_depth"": 11, ""min_child_weight"": 2.0673614873631085, ""n_estimators"": 2603, ""reg_alpha"": 0.5454814598196758, ""reg_lambda"": 0.014386439926003131, ""subsample"": 0.8217929172715817}",refine,ok,0.406047523021698,16,0.999474208995909,0.0038757111015003828,0.9999983544259143,0.9996701660211547,0.9992783287792577
,1,8.242872047936544,0.0,1866,xgboost,1.049427308123218,"{""colsample_bytree"": 0.7403687995009793, ""gamma"": 0.000357977307318441, ""learning_rate"": 0.013099603617020268, ""max_bin"": 256, ""max_depth"": 10, ""min_child_weight"": 2.317275190599271, ""n_estimators"": 2691, ""reg_alpha"": 0.9974011563605517, ""reg_lambda"": 0.010912451322756846, ""subsample"": 0.7419159734086092}",refine,ok,0.49990537762641907,17,0.9994274110841607,0.002528360890249177,0.9999979407811438,0.9997847598656449,0.9990703176626908
,1,5.794627808965743,0.0,739,xgboost,1.0494794071543856,"{""colsample_bytree"": 0.7557386642567645, ""gamma"": 0.000465695854319845, ""learning_rate"": 0.02111042178106913, ""max_bin"": 512, ""max_depth"": 13, ""min_child_weight"": 0.9004363613537707, ""n_estimators"": 3520, ""reg_alpha"": 0.4312031821302514, ""reg_lambda"": 0.0035826813277918647, ""subsample"": 0.7393540174036342}",refine,ok,0.42462819814682007,18,0.9994794882637165,0.003177085066036794,0.9999983778133802,0.9997295917897838,0.9992295098437369
catboost/private/libs/options/catboost_options.cpp:638: Error: rsm on GPU is supported for pairwise modes only,,0.12215131986886263,,,catboost,,"{""bagging_temperature"": 1.8022351405805754, ""border_count"": 128, ""depth"": 5, ""iterations"": 1789, ""l2_leaf_reg"": 10.902072187910536, ""learning_rate"": 0.04157111161463913, ""random_strength"": 2.8314365324472384, ""rsm"": 0.9464005345726141}",coarse,failed,,1,,,,,
catboost/private/libs/options/catboost_options.cpp:638: Error: rsm on GPU is supported for pairwise modes only,,0.1161237780470401,,,catboost,,"{""bagging_temperature"": 2.687095589370167, ""border_count"": 254, ""depth"": 9, ""iterations"": 2722, ""l2_leaf_reg"": 1.003334537157719, ""learning_rate"": 0.05742576706108303, ""random_strength"": 0.040715111359635354, ""rsm"": 0.7258025447015891}",coarse,failed,,2,,,,,
catboost/private/libs/options/catboost_options.cpp:638: Error: rsm on GPU is supported for pairwise modes only,,0.11607936187647283,,,catboost,,"{""bagging_temperature"": 0.8563004990644847, ""border_count"": 254, ""depth"": 9, ""iterations"": 2585, ""l2_leaf_reg"": 8.18150935942398, ""learning_rate"": 0.07292252127184617, ""random_strength"": 1.237790287805098, ""rsm"": 0.8927206319559651}",coarse,failed,,3,,,,,
catboost/private/libs/options/catboost_options.cpp:638: Error: rsm on GPU is supported for pairwise modes only,,0.11656399513594806,,,catboost,,"{""bagging_temperature"": 4.219609072632058, ""border_count"": 64, ""depth"": 7, ""iterations"": 4513, ""l2_leaf_reg"": 1.3217038723427468, ""learning_rate"": 0.18933132392032787, ""random_strength"": 0.04619792455767276, ""rsm"": 0.6875031884496592}",coarse,failed,,4,,,,,
catboost/private/libs/options/catboost_options.cpp:638: Error: rsm on GPU is supported for pairwise modes only,,0.1146934749558568,,,catboost,,"{""bagging_temperature"": 3.601663418890083, ""border_count"": 64, ""depth"": 8, ""iterations"": 1354, ""l2_leaf_reg"": 20.343140884996792, ""learning_rate"": 0.06587562164653545, ""random_strength"": 0.179914061843226, ""rsm"": 0.9268366328545632}",coarse,failed,,5,,,,,
